zoom-in,zoom-out,pan-left,pan-right,tilt-up,tilt-down,rolling-clockwise,rolling-anticlockwise,zoom-in-pan-left,zoom-in-pan-right,zoom-in-tilt-up,zoom-in-tilt-down,zoom-in-rolling-clockwise,zoom-in-rolling-anticlockwise,zoom-out-pan-left,zoom-out-pan-right,zoom-out-tilt-up,zoom-out-tilt-down,zoom-out-rolling-clockwise,zoom-out-rolling-anticlockwise,pan-left-tilt-up,pan-left-tilt-down,pan-right-tilt-up,pan-right-tilt-down
1158.0890037355707,967.5021531137065,954.02295404027,946.8072179668316,911.6926004716258,899.5346418497259,936.6246550172456,936.1582919367438,929.2579944346805,923.7475971007738,920.1548331222082,920.0431903532527,929.7048449637881,932.547838478526,922.2944522538849,914.6086702421001,908.4130444328754,906.113800795714,913.9426153744972,915.1673203177479,913.6208477478974,916.2248367071369,915.2554927341037,916.4588508510028
